,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
60624,11/24/2018,0:21,QUEENS,11364.0,40.74431,-73.77415,"(40.74431, -73.77415)",HORACE HARDING EXPRESSWAY       ,202 STREET,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4031625.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan
64544,11/18/2018,3:18,BROOKLYN,11235.0,40.59369,-73.94164,"(40.59369, -73.94164)",EAST 29 STREET                  ,AVENUE X,,0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,4032696.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
65388,11/16/2018,14:30,MANHATTAN,10034.0,40.866446999999994,-73.9305,"(40.866447, -73.9305)",RIVERSIDE DRIVE                 ,HENSHAW STREET,,0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,4046662.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
66066,11/15/2018,14:00,STATEN ISLAND,10309.0,40.555206,-74.21330999999999,"(40.555206, -74.21331)",VETERANS ROAD WEST              ,ROSSVILLE AVENUE,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,4026755.0,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,Pick-up Truck
67514,11/14/2018,2:30,QUEENS,11417.0,40.674557,-73.859604,"(40.674557, -73.859604)",NORTH CONDUIT AVENUE            ,SUTTER AVENUE,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4020400.0,Sedan,Sedan,Sedan,Sedan,Sedan
68134,11/13/2018,20:18,BROOKLYN,11204.0,40.630745000000005,-73.97717,"(40.630745, -73.97717)",MC DONALD AVENUE                ,18 AVENUE,,0.0,0.0,0,0,0,0,0,0,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,4020614.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
68668,11/12/2018,17:57,STATEN ISLAND,10305.0,40.589603000000004,-74.089386,"(40.589603, -74.089386)",HYLAN BOULEVARD                 ,RARITAN AVENUE,,2.0,0.0,0,0,0,0,2,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,4020868.0,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
68838,11/12/2018,7:15,BROOKLYN,11219.0,40.624653,-73.99933,"(40.624653, -73.99933)",14 AVENUE                       ,65 STREET,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,4019594.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
69314,11/11/2018,3:00,BROOKLYN,11206.0,40.70191,-73.93699000000001,"(40.70191, -73.93699)",BUSHWICK AVENUE                 ,FLUSHING AVENUE,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4018675.0,Sedan,Sedan,Sedan,Sedan,Sedan
69346,11/11/2018,4:58,BRONX,10453.0,40.84758,-73.92319499999999,"(40.84758, -73.923195)",UNDERCLIFF AVENUE               ,WEST 174 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4018395.0,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
70244,11/09/2018,15:00,BRONX,10458.0,40.86052,-73.89256999999999,"(40.86052, -73.89257)",EAST 189 STREET                 ,WEBSTER AVENUE,,2.0,0.0,0,0,0,0,2,0,Illnes,Unspecified,Unspecified,Unspecified,Unspecified,4019266.0,Box Truck,Sedan,PK,Sedan,Sedan
71815,11/07/2018,17:00,BRONX,10466.0,40.887890000000006,-73.82938,"(40.88789, -73.82938)",LIGHT STREET                    ,MERRITT AVENUE,,3.0,0.0,0,0,0,0,3,0,Unsafe Speed,View Obstructed/Limited,Unspecified,Unspecified,Unspecified,4016800.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Pick-up Truck,Sedan
73096,11/05/2018,14:45,QUEENS,11358.0,40.753838,-73.805824,"(40.753838, -73.805824)",161 STREET                      ,46 AVENUE,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,4014858.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
74021,11/04/2018,21:45,QUEENS,11435.0,40.695087,-73.80292,"(40.695087, -73.80292)",106 AVENUE                      ,SUTPHIN BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,4016480.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
75533,11/02/2018,9:40,QUEENS,11417.0,40.67794,-73.84185,"(40.67794, -73.84185)",109 AVENUE                      ,96 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Speed,Unspecified,Unspecified,Unspecified,4012960.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
75715,11/01/2018,13:45,MANHATTAN,10035.0,40.80307,-73.93838000000001,"(40.80307, -73.93838)",LEXINGTON AVENUE                ,EAST 123 STREET,,1.0,0.0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,4012211.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Taxi
76093,11/01/2018,3:46,MANHATTAN,10022.0,40.758007,-73.96625,"(40.758007, -73.96625)",2 AVENUE                        ,EAST 55 STREET,,4.0,0.0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4012031.0,Station Wagon/Sport Utility Vehicle,Box Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Garbage or Refuse
78209,10/29/2018,8:00,QUEENS,11385.0,40.705223,-73.87857,"(40.705223, -73.87857)",72 PLACE                        ,CENTRAL AVENUE,,5.0,0.0,0,0,0,0,5,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,4012766.0,Sedan,Sedan,Sedan,Sedan,Sedan
78754,10/28/2018,4:00,MANHATTAN,10032.0,40.833843,-73.94851,"(40.833843, -73.94851)",RIVERSIDE DRIVE                 ,WEST 155 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4010737.0,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
79004,10/27/2018,13:05,BROOKLYN,11214.0,40.606895,-74.00663,"(40.606895, -74.00663)",BENSON AVENUE                   ,17 AVENUE,,3.0,0.0,0,0,0,0,3,0,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,4008614.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
79499,10/27/2018,4:00,QUEENS,11420.0,40.68329,-73.81153,"(40.68329, -73.81153)",111 AVENUE                      ,131 STREET,,2.0,0.0,0,0,0,0,2,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,4008895.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
80896,10/25/2018,21:25,QUEENS,11418.0,40.69595,-73.846855,"(40.69595, -73.846855)",86 AVENUE                       ,101 STREET,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,4007730.0,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
82187,10/23/2018,17:00,STATEN ISLAND,10305.0,40.585056,-74.0909,"(40.585056, -74.0909)",LIBERTY AVENUE                  ,LACONIA AVENUE,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4006158.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan
82544,10/22/2018,10:00,BROOKLYN,11209.0,40.635253999999996,-74.02832,"(40.635254, -74.02832)",OVINGTON AVENUE                 ,BAY RIDGE PLACE,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4005720.0,Sedan,Sedan,Sedan,Sedan,Sedan
82962,10/22/2018,21:00,QUEENS,11412.0,40.70537,-73.775826,"(40.70537, -73.775826)",LIBERTY AVENUE                  ,183 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4005608.0,Sedan,Sedan,Sedan,Pick-up Truck,Sedan
84384,10/20/2018,9:30,BROOKLYN,11210.0,40.636627000000004,-73.94226,"(40.636627, -73.94226)",FARRAGUT ROAD                   ,BROOKLYN AVENUE,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4004374.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
84973,10/19/2018,23:12,QUEENS,11418.0,40.699696,-73.82126,"(40.699696, -73.82126)",130 STREET                      ,89 AVENUE,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,4007262.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
85004,10/19/2018,4:00,BROOKLYN,11214.0,40.60309,-73.99262,"(40.60309, -73.99262)",BAY PARKWAY                     ,84 STREET,,0.0,0.0,0,0,0,0,0,0,Steering Failure,Unspecified,Unspecified,Unspecified,Unspecified,4003207.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan
85013,10/19/2018,5:00,QUEENS,11368.0,40.74335,-73.86369,"(40.74335, -73.86369)",98 PLACE                        ,ALSTYNE AVENUE,,0.0,0.0,0,0,0,0,0,0,Drugs (illegal),Unspecified,Unspecified,Unspecified,Unspecified,4003170.0,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
85484,10/18/2018,16:10,BROOKLYN,11211.0,40.70535,-73.96249399999999,"(40.70535, -73.962494)",BEDFORD AVENUE                  ,WILSON STREET,,1.0,0.0,0,0,0,0,1,0,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,4002957.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
86283,10/17/2018,18:10,BROOKLYN,11212.0,40.672947,-73.90926,"(40.672947, -73.90926)",EAST NEW YORK AVENUE            ,SAINT MARKS AVENUE,,1.0,0.0,0,0,0,0,1,0,Lost Consciousness,Unspecified,Unspecified,Unspecified,Unspecified,4005198.0,FIRE,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
86310,10/17/2018,18:44,STATEN ISLAND,10301.0,40.620686,-74.11001999999999,"(40.620686, -74.11002)",CLOVE ROAD                      ,BARD AVENUE,,4.0,0.0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4005983.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan
87665,10/15/2018,18:54,BROOKLYN,11203.0,40.64213,-73.92936,"(40.64213, -73.92936)",UTICA AVENUE                    ,AVENUE D,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4001154.0,Tractor Truck Gasoline,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
88021,10/14/2018,10:00,BROOKLYN,11206.0,40.70497,-73.933205,"(40.70497, -73.933205)",MOORE STREET                    ,BOGART STREET,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,3999871.0,tract,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
88447,10/14/2018,4:45,BRONX,10466.0,40.887592,-73.8572,"(40.887592, -73.8572)",BARNES AVENUE                   ,EAST 226 STREET,,4.0,0.0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4001040.0,Sedan,Sedan,Sedan,Sedan,Sedan
88974,10/13/2018,2:40,BRONX,10458.0,40.85885,-73.88595600000001,"(40.85885, -73.885956)",HOFFMAN STREET                  ,EAST FORDHAM ROAD,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,4000027.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
88985,10/13/2018,4:10,QUEENS,11369.0,40.768029999999996,-73.87722,"(40.76803, -73.87722)",93 STREET                       ,23 AVENUE,,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,3999082.0,Sedan,Sedan,Sedan,Sedan,Taxi
90417,10/11/2018,20:40,BROOKLYN,11235.0,40.590633000000004,-73.94976,"(40.590633, -73.94976)",OCEAN AVENUE                    ,AVENUE Y,,1.0,0.0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3998236.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
92570,10/07/2018,12:35,QUEENS,11385.0,40.702374,-73.87544,"(40.702374, -73.87544)",MYRTLE AVENUE                   ,73 PLACE,,6.0,0.0,0,0,0,0,6,0,Lost Consciousness,Unspecified,Unspecified,Unspecified,Unspecified,3995433.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
93104,10/06/2018,11:40,QUEENS,11435.0,40.686478,-73.80079,"(40.686478, -73.80079)",111 AVENUE                      ,144 STREET,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3994909.0,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
93919,10/05/2018,17:10,BRONX,10464.0,40.859140000000004,-73.81824,"(40.85914, -73.81824)",SHORE ROAD                      ,PELHAM PARKWAY,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3995380.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan
94605,10/04/2018,15:23,BROOKLYN,11204.0,40.61785,-73.988075,"(40.61785, -73.988075)",19 AVENUE                       ,65 STREET,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,3993737.0,TRACT,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
96236,10/02/2018,1:56,MANHATTAN,10027.0,40.815684999999995,-73.9583,"(40.815685, -73.9583)",WEST 125 STREET                 ,BROADWAY,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,3992062.0,Convertible,Taxi,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
98172,09/28/2018,0:40,QUEENS,11434.0,40.6882,-73.77709,"(40.6882, -73.77709)",171 STREET                      ,116 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,Unspecified,Unspecified,Unspecified,3989394.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Pick-up Truck
98494,09/28/2018,17:50,BROOKLYN,11234.0,40.630905,-73.920425,"(40.630905, -73.920425)",FLATLANDS AVENUE                ,EAST 58 STREET,,5,0.0,0,0,0,0,5,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,3991102.0,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
100136,09/26/2018,5:15,QUEENS,11434.0,40.66928,-73.78021,"(40.66928, -73.78021)",155 STREET                      ,137 AVENUE,,3,0.0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3988223.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
100771,09/25/2018,21:40,BROOKLYN,11223.0,40.58641,-73.968506,"(40.58641, -73.968506)",AVENUE Z                        ,EAST 1 STREET,,2,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,3987816.0,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
100830,09/25/2018,5:05,MANHATTAN,10033.0,40.8545,-73.93463,"(40.8545, -73.93463)",BENNETT AVENUE                  ,WEST 187 STREET,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3987975.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
102436,09/22/2018,1:02,BRONX,10455.0,40.815845,-73.89544000000001,"(40.815845, -73.89544)",BRUCKNER BOULEVARD              ,LONGWOOD AVENUE,,3,0.0,0,0,0,0,3,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,3986867.0,Van,Sedan,Taxi,Sedan,Tractor Truck Diesel
102883,09/21/2018,15:25,QUEENS,11420.0,40.66626,-73.80861999999999,"(40.66626, -73.80862)",SOUTH CONDUIT AVENUE            ,131 STREET,,0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,3985353.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
103021,09/21/2018,18:14,BRONX,10461.0,40.85459,-73.853546,"(40.85459, -73.853546)",NEILL AVENUE                    ,YATES AVENUE,,1,0.0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,3985922.0,Sedan,Taxi,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
103606,09/20/2018,16:00,BROOKLYN,11235.0,40.587303000000006,-73.96036,"(40.587303, -73.96036)",CONEY ISLAND AVENUE             ,AVENUE Z,,1,0.0,0,0,0,0,1,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,Unspecified,3984851.0,Sedan,Sedan,Sedan,Sedan,Sedan
104299,09/19/2018,18:00,BROOKLYN,11209.0,40.632835,-74.02724,"(40.632835, -74.02724)",3 AVENUE                        ,73 STREET,,3,0.0,0,0,0,0,3,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,3984309.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
104551,09/18/2018,10:00,BROOKLYN,11204.0,40.60756,-73.984406,"(40.60756, -73.984406)",WEST 11 STREET                  ,AVENUE P,,0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,3983070.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Box Truck
106504,09/16/2018,6:50,BROOKLYN,11222.0,40.728992,-73.95067,"(40.728992, -73.95067)",MC GUINNESS BOULEVARD           ,CALYER STREET,,1,0.0,0,0,0,0,1,0,Fell Asleep,Unspecified,Unspecified,Unspecified,Unspecified,3983469.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
110249,09/10/2018,18:07,QUEENS,11369.0,40.76077,-73.87209,"(40.76077, -73.87209)",31 AVENUE                       ,97 STREET,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,3978675.0,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
112805,09/06/2018,18:44,BRONX,10472.0,40.83082,-73.87001,"(40.83082, -73.87001)",WESTCHESTER AVENUE              ,NOBLE AVENUE,,1,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unsafe Speed,Unspecified,Unspecified,Unspecified,3975567.0,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
115653,09/02/2018,3:40,QUEENS,11433.0,40.693394,-73.78894,"(40.693394, -73.78894)",110 AVENUE                      ,BREWER BOULEVARD,,2,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,3972525.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Pick-up Truck
115661,09/02/2018,4:10,QUEENS,11377.0,40.755733,-73.90436,"(40.755733, -73.90436)",32 AVENUE                       ,57 STREET,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3973618.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
116389,08/31/2018,13:00,QUEENS,11375.0,40.7244,-73.84980999999999,"(40.7244, -73.84981)",QUEENS BOULEVARD                ,68 DRIVE,,2,0.0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3971643.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
117443,08/30/2018,21:24,BROOKLYN,11209.0,40.613815,-74.03708,"(40.613815, -74.03708)",SHORE ROAD                      ,99 STREET,,2,0.0,0,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,3971224.0,Sedan,Sedan,Sedan,Sedan,Sedan
118177,08/29/2018,23:48,STATEN ISLAND,10301.0,40.640263,-74.08799,"(40.640263, -74.08799)",PROSPECT AVENUE                 ,YORK AVENUE,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3970913.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
120657,08/25/2018,2:00,QUEENS,11420.0,40.68083,-73.82719399999999,"(40.68083, -73.827194)",113 STREET                      ,109 AVENUE,,3,0.0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3968727.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
121259,08/24/2018,20:48,MANHATTAN,10040.0,40.851859999999995,-73.92815999999999,"(40.85186, -73.92816)",AMSTERDAM AVENUE                ,WEST 187 STREET,,2,0.0,0,0,0,0,2,0,Unsafe Speed,Unsafe Speed,Unspecified,Unspecified,Unspecified,3972856.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
122495,08/22/2018,22:10,QUEENS,11413.0,40.665473999999996,-73.74750999999999,"(40.665474, -73.74751)",SOUTH CONDUIT AVENUE            ,LANSING AVENUE,,0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,3967266.0,Sedan,Sedan,Sedan,Sedan,Sedan
123124,08/21/2018,3:58,QUEENS,11433.0,40.692314,-73.78169,"(40.692314, -73.78169)",169 STREET                      ,SAYRES AVENUE,,1,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,3965264.0,Sedan,Sedan,Sedan,Sedan,Sedan
